# Copyright 2020, General Electric Company. All rights reserved. See https://github.com/xcist/code/blob/master/LICENSE

# angle, materials in cm ('al', 'graphite', 'cu', 'ti')
-0.479672	0.756884	6.001013	0.002817	0.000000
-0.478714	0.756507	5.998024	0.002816	0.000000
-0.477756	0.756132	5.995045	0.002814	0.000000
-0.476798	0.755757	5.992080	0.002813	0.000000
-0.475840	0.755383	5.989116	0.002811	0.000000
-0.474882	0.755012	5.986167	0.002810	0.000000
-0.473924	0.754642	5.983233	0.002809	0.000000
-0.472966	0.754272	5.980299	0.002807	0.000000
-0.472008	0.753902	5.977367	0.002806	0.000000
-0.471050	0.753534	5.974451	0.002804	0.000000
-0.470092	0.753167	5.971543	0.002803	0.000000
-0.469134	0.752801	5.968638	0.002802	0.000000
-0.468176	0.752436	5.965744	0.002800	0.000000
-0.467218	0.752072	5.962858	0.002799	0.000000
-0.466260	0.751709	5.959982	0.002798	0.000000
-0.465303	0.751347	5.957111	0.002796	0.000000
-0.464345	0.750986	5.954247	0.002795	0.000000
-0.463387	0.750626	5.951392	0.002794	0.000000
-0.462429	0.750267	5.948548	0.002792	0.000000
-0.461471	0.749909	5.945709	0.002791	0.000000
-0.460513	0.749552	5.942880	0.002790	0.000000
-0.459555	0.749197	5.940061	0.002788	0.000000
-0.458597	0.748842	5.937248	0.002787	0.000000
-0.457639	0.748488	5.934443	0.002786	0.000000
-0.456681	0.748135	5.931647	0.002784	0.000000
-0.455723	0.747784	5.928858	0.002783	0.000000
-0.454765	0.747433	5.926080	0.002782	0.000000
-0.453807	0.747084	5.923307	0.002781	0.000000
-0.452849	0.746735	5.920543	0.002779	0.000000
-0.451891	0.746387	5.917786	0.002778	0.000000
-0.450933	0.746041	5.915040	0.002777	0.000000
-0.449975	0.745695	5.912301	0.002775	0.000000
-0.449017	0.745351	5.909569	0.002774	0.000000
-0.448059	0.745007	5.906844	0.002773	0.000000
-0.447101	0.744664	5.904126	0.002772	0.000000
-0.446143	0.744322	5.901415	0.002770	0.000000
-0.445185	0.743982	5.898718	0.002769	0.000000
-0.444227	0.743643	5.896025	0.002768	0.000000
-0.443269	0.743304	5.893336	0.002766	0.000000
-0.442311	0.742966	5.890659	0.002765	0.000000
-0.441353	0.742629	5.887992	0.002764	0.000000
-0.440395	0.742294	5.885333	0.002763	0.000000
-0.439437	0.741959	5.882679	0.002761	0.000000
-0.438480	0.741625	5.880031	0.002760	0.000000
-0.437522	0.741293	5.877395	0.002759	0.000000
-0.436564	0.740961	5.874763	0.002758	0.000000
-0.435606	0.740630	5.872139	0.002756	0.000000
-0.434648	0.740301	5.869525	0.002755	0.000000
-0.433690	0.739972	5.866921	0.002754	0.000000
-0.432732	0.739644	5.864323	0.002753	0.000000
-0.431774	0.739317	5.861731	0.002752	0.000000
-0.430816	0.738991	5.859146	0.002750	0.000000
-0.429858	0.738666	5.856570	0.002749	0.000000
-0.428900	0.738342	5.853999	0.002748	0.000000
-0.427942	0.738019	5.851438	0.002747	0.000000
-0.426984	0.737697	5.848884	0.002746	0.000000
-0.426026	0.737376	5.846339	0.002744	0.000000
-0.425068	0.737056	5.843801	0.002743	0.000000
-0.424110	0.736736	5.841270	0.002742	0.000000
-0.423152	0.736418	5.838747	0.002741	0.000000
-0.422194	0.736101	5.836231	0.002740	0.000000
-0.421236	0.735785	5.833723	0.002738	0.000000
-0.420278	0.735469	5.831223	0.002737	0.000000
-0.419320	0.735155	5.828731	0.002736	0.000000
-0.418362	0.734841	5.826240	0.002735	0.000000
-0.417404	0.734528	5.823763	0.002734	0.000000
-0.416446	0.734217	5.821293	0.002733	0.000000
-0.415488	0.733906	5.818829	0.002732	0.000000
-0.414530	0.733596	5.816374	0.002730	0.000000
-0.413572	0.733288	5.813925	0.002729	0.000000
-0.412614	0.732980	5.811485	0.002728	0.000000
-0.411657	0.732673	5.809050	0.002727	0.000000
-0.410699	0.732367	5.806626	0.002726	0.000000
-0.409741	0.732062	5.804205	0.002725	0.000000
-0.408783	0.731757	5.801794	0.002724	0.000000
-0.407825	0.731454	5.799388	0.002722	0.000000
-0.406867	0.731152	5.796992	0.002721	0.000000
-0.405909	0.730851	5.794603	0.002720	0.000000
-0.404951	0.730550	5.792220	0.002719	0.000000
-0.403993	0.730250	5.789842	0.002718	0.000000
-0.403035	0.729951	5.787474	0.002717	0.000000
-0.402077	0.729653	5.785112	0.002716	0.000000
-0.401119	0.729357	5.782763	0.002715	0.000000
-0.400161	0.729061	5.780416	0.002714	0.000000
-0.399203	0.728766	5.778075	0.002712	0.000000
-0.398245	0.728472	5.775743	0.002711	0.000000
-0.397287	0.728179	5.773419	0.002710	0.000000
-0.396329	0.727886	5.771101	0.002709	0.000000
-0.395371	0.727595	5.768789	0.002708	0.000000
-0.394413	0.727305	5.766490	0.002707	0.000000
-0.393455	0.727015	5.764194	0.002706	0.000000
-0.392497	0.726727	5.761907	0.002705	0.000000
-0.391539	0.726439	5.759624	0.002704	0.000000
-0.390581	0.726152	5.757349	0.002703	0.000000
-0.389623	0.725865	5.755080	0.002702	0.000000
-0.388665	0.725580	5.752818	0.002701	0.000000
-0.387707	0.725296	5.750564	0.002700	0.000000
-0.386749	0.725013	5.748315	0.002699	0.000000
-0.385791	0.724730	5.746077	0.002698	0.000000
-0.384834	0.724449	5.743845	0.002696	0.000000
-0.383876	0.724168	5.741619	0.002695	0.000000
-0.382918	0.723888	5.739399	0.002694	0.000000
-0.381960	0.723609	5.737189	0.002693	0.000000
-0.381002	0.723331	5.734986	0.002692	0.000000
-0.380044	0.723054	5.732789	0.002691	0.000000
-0.379086	0.722778	5.730597	0.002690	0.000000
-0.378128	0.722502	5.728412	0.002689	0.000000
-0.377170	0.722228	5.726237	0.002688	0.000000
-0.376212	0.721954	5.724065	0.002687	0.000000
-0.375254	0.721681	5.721902	0.002686	0.000000
-0.374296	0.721409	5.719746	0.002685	0.000000
-0.373338	0.721138	5.717597	0.002684	0.000000
-0.372380	0.720868	5.715454	0.002683	0.000000
-0.371422	0.720599	5.713317	0.002682	0.000000
-0.370464	0.720330	5.711188	0.002681	0.000000
-0.369506	0.720062	5.709068	0.002680	0.000000
-0.368548	0.719796	5.706955	0.002679	0.000000
-0.367590	0.719529	5.704841	0.002678	0.000000
-0.366632	0.719264	5.702742	0.002677	0.000000
-0.365674	0.719000	5.700647	0.002676	0.000000
-0.364716	0.718737	5.698559	0.002675	0.000000
-0.363758	0.718475	5.696478	0.002674	0.000000
-0.362800	0.718213	5.694405	0.002673	0.000000
-0.361842	0.717952	5.692336	0.002672	0.000000
-0.360884	0.717692	5.690277	0.002671	0.000000
-0.359926	0.717433	5.688219	0.002670	0.000000
-0.358968	0.717174	5.686171	0.002669	0.000000
-0.358011	0.716917	5.684130	0.002668	0.000000
-0.357053	0.716660	5.682097	0.002668	0.000000
-0.356095	0.716405	5.680070	0.002667	0.000000
-0.355137	0.716150	5.678049	0.002666	0.000000
-0.354179	0.715896	5.676033	0.002665	0.000000
-0.353221	0.715643	5.674026	0.002664	0.000000
-0.352263	0.715390	5.672026	0.002663	0.000000
-0.351305	0.715139	5.670028	0.002662	0.000000
-0.350347	0.714887	5.668031	0.002661	0.000000
-0.349389	0.714624	5.665951	0.002660	0.000000
-0.348431	0.714350	5.663778	0.002659	0.000000
-0.347473	0.714065	5.661518	0.002658	0.000000
-0.346515	0.713769	5.659172	0.002657	0.000000
-0.345557	0.713462	5.656740	0.002656	0.000000
-0.344599	0.713145	5.654225	0.002655	0.000000
-0.343641	0.712818	5.651628	0.002654	0.000000
-0.342683	0.712480	5.648946	0.002654	0.000000
-0.341725	0.712130	5.646176	0.002653	0.000000
-0.340767	0.711771	5.643328	0.002652	0.000000
-0.339809	0.711402	5.640404	0.002651	0.000000
-0.338851	0.711023	5.637399	0.002650	0.000000
-0.337893	0.710634	5.634315	0.002649	0.000000
-0.336935	0.710235	5.631154	0.002648	0.000000
-0.335977	0.709826	5.627909	0.002647	0.000000
-0.335019	0.709407	5.624588	0.002646	0.000000
-0.334061	0.708977	5.621181	0.002646	0.000000
-0.333103	0.708537	5.617687	0.002645	0.000000
-0.332145	0.708085	5.614106	0.002644	0.000000
-0.331188	0.707623	5.610437	0.002643	0.000000
-0.330230	0.707149	5.606684	0.002642	0.000000
-0.329272	0.706665	5.602840	0.002641	0.000000
-0.328314	0.706168	5.598902	0.002640	0.000000
-0.327356	0.705658	5.594866	0.002640	0.000000
-0.326398	0.705137	5.590735	0.002639	0.000000
-0.325440	0.704602	5.586488	0.002638	0.000000
-0.324482	0.704051	5.582121	0.002637	0.000000
-0.323524	0.703486	5.577641	0.002636	0.000000
-0.322566	0.702905	5.573036	0.002635	0.000000
-0.321608	0.702307	5.568297	0.002634	0.000000
-0.320650	0.701692	5.563417	0.002634	0.000000
-0.319692	0.701057	5.558386	0.002633	0.000000
-0.318734	0.700402	5.553191	0.002632	0.000000
-0.317776	0.699724	5.547818	0.002631	0.000000
-0.316818	0.699019	5.542223	0.002630	0.000000
-0.315860	0.698283	5.536390	0.002629	0.000000
-0.314902	0.697515	5.530300	0.002629	0.000000
-0.313944	0.696709	5.523907	0.002628	0.000000
-0.312986	0.695858	5.517160	0.002627	0.000000
-0.312028	0.694954	5.509989	0.002626	0.000000
-0.311070	0.693983	5.502291	0.002625	0.000000
-0.310112	0.692923	5.493890	0.002625	0.000000
-0.309154	0.691737	5.484489	0.002624	0.000000
-0.308196	0.690424	5.474084	0.002623	0.000000
-0.307238	0.689108	5.463648	0.002622	0.000000
-0.306280	0.687792	5.453213	0.002621	0.000000
-0.305322	0.686464	5.442687	0.002621	0.000000
-0.304365	0.685112	5.431967	0.002620	0.000000
-0.303407	0.683745	5.421123	0.002619	0.000000
-0.302449	0.682377	5.410278	0.002618	0.000000
-0.301491	0.681008	5.399425	0.002617	0.000000
-0.300533	0.679625	5.388461	0.002617	0.000000
-0.299575	0.678209	5.377230	0.002616	0.000000
-0.298617	0.676792	5.366001	0.002615	0.000000
-0.297659	0.675377	5.354780	0.002614	0.000000
-0.296701	0.673954	5.343493	0.002614	0.000000
-0.295743	0.672505	5.332012	0.002613	0.000000
-0.294785	0.671040	5.320394	0.002612	0.000000
-0.293827	0.669574	5.308778	0.002611	0.000000
-0.292869	0.668104	5.297149	0.002611	0.000000
-0.291911	0.666621	5.285441	0.002610	0.000000
-0.290953	0.665090	5.273399	0.002609	0.000000
-0.289995	0.663558	5.261354	0.002608	0.000000
-0.289037	0.662023	5.249321	0.002608	0.000000
-0.288079	0.660478	5.237231	0.002607	0.000000
