% -----------------------------------------------------------------------
%   Program Name: pe-ss-cs-20.dat 
%   Author: the Geant4 Collaboration
%   Organization: the Geant4 Collaboration
%   Version: unknown
%   Date: circa 2006
%   Class: Public
%   Copyright (c) Copyright Holders of the Geant4 Collaboration, 1994-2006.
%   See http://cern.ch/geant4/license for details on the copyright holders.
%   All rights not expressly granted under this license are reserved.
% -----------------------------------------------------------------------
0.004015   0.0 
0.004015  60794.6
0.00416869  56208.8
0.00427  53062.8
0.00467735  42305.1
0.00630957  19453.4
0.00794328  10486.9
0.00954993  6317.85
0.0109648  4293.99
0.0130317  2631.78
0.0156675  1548.61
0.0190546  874.356
0.0231739  489.811
0.0285102  263.148
0.0354813  135.522
0.045  65.3686
0.0588844  28.4072
0.0841395  9.30272
0.154882  1.36836
0.190546  0.718883
0.229087  0.40817
0.266072  0.259554
0.305492  0.172207
0.342768  0.123138
0.384592  0.0886865
0.42658  0.0664757
0.473151  0.0501952
0.5188  0.0393611
0.568853  0.0310683
0.623735  0.0246942
0.683912  0.0197752
0.732824  0.0168359
0.803526  0.0136852
0.891251  0.0109253
0.966051  0.00921373
1.07152  0.00747094
1.16145  0.00637336
1.28825  0.00523631
1.42889  0.00433418
1.58489  0.00361412
1.75792  0.00303525
1.97242  0.00251948
2.23872  0.00206975
2.54097  0.00171246
2.91743  0.00140307
3.38844  0.00113961
3.9355  0.00093262
4.62381  0.000757312
5.55904  0.000601605
6.76083  0.00047468
8.51138  0.000362354
10.7152  0.000278682
14.4544  0.000199962
20  0.00014071
27.5423  0.000100281
38.9045  6.99151e-05
67.6083  3.9612e-05
134.896  1.9645e-05
269.154  9.79037e-06
1071.52  2.44964e-06
100000  2.6213e-08
-1  -1
0.00043411   0.0 
0.00043411  254963
0.00047  234415
0.000524808  202872
0.00061  165078
0.000716143  129940
0.000776247  114410
0.000881049  92673.1
0.00097  78545.4
0.00108393  64341.8
0.00121619  52008.4
0.00136458  41721.1
0.00154882  32520.6
0.00177828  24564.8
0.00201837  18856.6
0.00231739  14024.5
0.00266073  10347.9
0.00305492  7577.89
0.00350752  5509.89
0.004043  3941.81
0.00462381  2853.89
0.00530884  2033.3
0.00609537  1439.18
0.007  1011.46
0.00812831  686.245
0.00954993  448.072
0.0112202  290.305
0.0131826  186.707
0.0156675  115.46
0.0186209  70.8498
0.0221309  43.1567
0.0266072  25.2397
0.0323594  14.1599
0.039355  7.88354
0.0489779  4.06362
0.0623735  1.93732
0.0831764  0.794999
0.147911  0.132135
0.190546  0.060419
0.226464  0.0356064
0.263027  0.0226749
0.301995  0.015059
0.342768  0.0104212
0.384592  0.00751223
0.42658  0.00563468
0.473151  0.0042571
0.524807  0.00324129
0.57544  0.00256141
0.630957  0.00203828
0.691831  0.00163414
0.749894  0.00135666
0.822243  0.00110476
0.922571  0.000861733
1  0.000728852
1.13501  0.000565893
1.25893  0.000464143
1.39637  0.000383556
1.54882  0.000319309
1.71791  0.000267754
1.92752  0.000221903
2.18776  0.000182035
2.48313  0.000150427
2.85102  0.000123099
3.31131  9.9863e-05
3.84592  8.16316e-05
4.51856  6.62158e-05
5.4325  5.25527e-05
6.60693  4.1429e-05
8.22243  3.2024e-05
10.3514  2.4601e-05
14  1.7582e-05
19.7242  1.21265e-05
27.5423  8.51487e-06
38.9045  5.93654e-06
67.6083  3.36345e-06
133.352  1.68758e-06
266.072  8.40955e-07
1059.25  2.1041e-07
100000  2.2258e-09
-1  -1
0.00035904   0.0 
0.00035904  709140
0.0003596  732630
0.0003601  749680
0.0003608  769140
0.0003616  786560
0.0003628  806220
0.0003639  818630
0.000365  827060
0.0003665  833590
0.000368  835420
0.00037  832150
0.00037808  804720
0.00039  758420
0.00042  647900
0.000443  576070
0.00047  507320
0.0005188  405580
0.000555904  344640
0.00060256  283140
0.000660693  224140
0.00074131  166260
0.00082  126940
0.000944061  86388
0.00107152  60599
0.00121619  42245
0.0014  28046
0.00158489  19416
0.0018197  12795
0.0020893  8365
0.0024  5421.4
0.00278612  3373.8
0.00323594  2080.4
0.00375837  1273.3
0.00436516  773.54
0.00506991  466.46
0.00582103  290.52
0.00668344  179.85
0.00776247  106.28
0.00912011  59.886
0.0108393  32.149
0.0128825  17.135
0.0154882  8.6922
0.0188365  4.1931
0.0231739  1.9227
0.0291743  0.8023
0.04  0.239868
0.0707946  0.0268251
0.0881049  0.0116592
0.105925  0.00581975
0.124452  0.00319012
0.144544  0.00183807
0.165959  0.00111274
0.188365  0.000707234
0.213796  0.000452715
0.242661  0.000292024
0.275423  0.000189862
0.305492  0.000134403
0.338844  9.58218e-05
0.375837  6.88602e-05
0.416869  4.98713e-05
0.462381  3.64081e-05
0.506991  2.77149e-05
0.555904  2.12382e-05
0.609537  1.63849e-05
0.668344  1.27256e-05
0.732824  9.95918e-06
0.822243  7.391e-06
0.881049  6.22058e-06
0.933254  5.4213e-06
0.988553  4.75641e-06
1.05925  4.10227e-06
1.13501  3.5634e-06
1.21619  3.12049e-06
1.33352  2.63683e-06
1.47911  2.20054e-06
1.69824  1.73845e-06
1.90546  1.43865e-06
2.13796  1.19996e-06
2.42661  9.90258e-07
2.78612  8.09389e-07
3.23594  6.5586e-07
3.75837  5.35533e-07
4.4157  4.33932e-07
5.30884  3.44058e-07
6.45654  2.70992e-07
7.94328  2.1213e-07
10  1.6277e-07
13.1826  1.1956e-07
18.197  8.41312e-08
26.9154  5.54957e-08
39.355  3.7327e-08
68.3912  2.11517e-08
134.896  1.06141e-08
269.154  5.28949e-09
1071.52  1.32345e-09
100000  1.4163e-11
-1  -1
0.0003552   0.0 
0.0003552  1.44683e+06
0.0003557  1.48855e+06
0.0003563  1.52998e+06
0.0003568  1.55844e+06
0.0003577  1.59937e+06
0.0003585  1.6271e+06
0.0003594  1.65153e+06
0.0003605  1.67319e+06
0.000362  1.69077e+06
0.0003635  1.69764e+06
0.000365  1.69624e+06
0.0003673  1.6828e+06
0.000395  1.4531e+06
0.000405  1.38806e+06
0.000416869  1.30523e+06
0.000436516  1.17839e+06
0.000467735  1.01473e+06
